EmpID,OrderNum,OrderDate,OrderType,Quantity,Price,Discount,OrderTotal,OrderDate_null
900015476.0,1103301,2018-08-07,Retail,1.0,13.99,0.0,13.99,0
900015476.0,1103413,2018-08-22,Retail,1.0,16.75,0.0,16.75,0
900015476.0,1103565,2018-09-12,Wholesale,6.0,16.99,3.4,98.54,0
900015476.0,1103780,2018-10-16,Wholesale,8.0,15.5,3.1,120.9,0
900015476.0,1103787,2018-10-17,Retail,1.0,44.95,0.0,44.95,0
900015476.0,1103799,2018-10-18,Wholesale,78.0,44.95,8.99,3497.11,0
900015476.0,1103887,2018-11-02,Wholesale,6.0,599.0,119.8,3474.2,0
900015476.0,1104015,2018-11-20,Retail,1.0,37.99,0.0,37.99,0
900015476.0,1104089,2018-12-04,Retail,1.0,599.0,0.0,599.0,0
900015476.0,1104242,2018-12-23,Retail,1.0,222.0,0.0,222.0,0
900015476.0,1104323,2019-01-02,Wholesale,5.0,499.0,99.8,2395.2,0
900015476.0,1104380,2019-01-11,Wholesale,8.0,4.99,1.0,38.92,0
900015476.0,1104420,2019-01-19,Retail,4.0,19.99,0.0,79.96,0
900015476.0,1104433,2019-01-21,Retail,1.0,24.99,0.0,24.99,0
900015476.0,1104457,2019-01-26,Retail,1.0,49.0,0.0,49.0,0
900015476.0,1104578,2019-02-16,Wholesale,8.0,225.0,45.0,1755.0,0
900015476.0,1104768,2019-03-13,Retail,1.0,179.0,0.0,179.0,0
900015476.0,1104819,2019-03-20,Wholesale,7.0,17.5,3.5,119.0,0
900015476.0,1104837,2019-03-23,Wholesale,13.0,89.0,17.8,1139.2,0
900015476.0,1104910,2019-04-02,Wholesale,93.0,455.0,91.0,42224.0,0
900015476.0,1104934,2019-04-05,Retail,1.0,395.0,0.0,395.0,0
900015476.0,1105086,2019-04-27,Wholesale,9.0,4.99,1.0,43.91,0
900015476.0,1105153,2019-05-08,Wholesale,40.0,883.0,176.6,35143.4,0
900015476.0,1105307,2019-05-31,Wholesale,5.0,12.99,2.6,62.35,0
900015476.0,1105330,2019-06-03,Retail,1.0,24.99,0.0,24.99,0
900015476.0,1105362,2019-06-08,Retail,1.0,24.95,0.0,24.95,0
900015476.0,1105372,2019-06-09,Retail,1.0,12.0,0.0,12.0,0
900015476.0,1105403,2019-06-13,Wholesale,5.0,8.99,1.8,43.15,0
900015476.0,1105409,2019-06-14,Retail,1.0,36.99,0.0,36.99,0
900015476.0,1105415,2019-06-15,Wholesale,8.0,9.99,2.0,77.92,0
900015476.0,1105534,2019-07-03,Wholesale,8.0,37.99,7.6,296.32,0
900015476.0,1105626,2019-07-17,Wholesale,5.0,42.99,8.6,206.35,0
900015476.0,1105640,2019-07-19,Wholesale,12.0,89.0,17.8,1050.2,0
900015476.0,1105701,2019-07-30,Wholesale,11.0,20.95,4.19,226.26,0
900015476.0,1105770,2019-08-09,Wholesale,65.0,250.0,50.0,16200.0,0
900015476.0,1105783,2019-08-11,Wholesale,101.0,10.99,2.2,1107.79,0
900015476.0,1105866,2019-08-23,Retail,1.0,4.99,0.0,4.99,0
900015476.0,1105890,2019-08-27,Wholesale,10.0,11.99,2.4,117.5,0
900019884.0,1100988,2017-09-09,Wholesale,11.0,19.99,4.0,215.89,0
900019884.0,1100994,2017-09-10,Wholesale,8.0,450.0,90.0,3510.0,0
900019884.0,1101070,2017-09-20,Wholesale,8.0,7.99,1.6,62.32,0
900019884.0,1101101,2017-09-25,Wholesale,10.0,42.99,8.6,421.3,0
900019884.0,1101167,2017-10-05,Retail,1.0,24.95,0.0,24.95,0
900019884.0,1101311,2017-10-25,Wholesale,8.0,699.0,139.8,5452.2,0
900019884.0,1101388,2017-11-04,Retail,1.0,23.99,0.0,23.99,0
900019884.0,1101575,2017-12-03,Wholesale,6.0,10.99,2.2,63.74,0
900019884.0,1101622,2017-12-08,Wholesale,60.0,214.0,42.8,12797.2,0
900019884.0,1101697,2017-12-21,Retail,1.0,24.99,0.0,24.99,0
900019884.0,1101798,2018-01-04,Wholesale,11.0,19.5,3.9,210.6,0
900019884.0,1101932,2018-01-23,Wholesale,10.0,190.0,38.0,1862.0,0
900019884.0,1102041,2018-02-10,Wholesale,8.0,179.0,35.8,1396.2,0
900019884.0,1102152,2018-02-28,Retail,2.0,225.0,0.0,450.0,0
900019884.0,1102188,2018-03-05,Wholesale,10.0,29.99,6.0,293.9,0
900019884.0,1102216,2018-03-09,Retail,2.0,189.0,0.0,378.0,0
900019884.0,1102238,2018-03-11,Retail,1.0,7.99,0.0,7.99,0
900019884.0,1102313,2018-03-22,Wholesale,8.0,69.0,13.8,538.2,0
900019884.0,1102437,2018-04-11,Retail,1.0,899.0,0.0,899.0,0
900019884.0,1102460,2018-04-14,Wholesale,9.0,44.95,8.99,395.56,0
900019884.0,1102589,2018-05-04,Wholesale,7.0,37.99,7.6,258.33,0
900019884.0,1102666,2018-05-14,Wholesale,6.0,4.99,1.0,28.94,0
900019884.0,1102698,2018-05-18,Wholesale,53.0,8.99,1.8,474.67,0
900019884.0,1102692,2018-05-18,Retail,2.0,167.0,0.0,334.0,0
900019884.0,1102713,2018-05-21,Retail,2.0,899.0,0.0,1798.0,0
900019884.0,1102847,2018-06-11,Retail,1.0,12.0,0.0,12.0,0
900019884.0,1102894,2018-06-17,Retail,1.0,23.99,0.0,23.99,0
900019884.0,1102902,2018-06-17,Wholesale,11.0,13.99,2.8,151.09,0
900019884.0,1103033,2018-07-04,Wholesale,5.0,37.99,7.6,182.35,0
900019884.0,1103106,2018-07-13,Wholesale,8.0,13.99,2.8,109.12,0
900019884.0,1103128,2018-07-16,Retail,1.0,11.99,0.0,11.99,0
900019884.0,1103158,2018-07-19,Wholesale,9.0,15.5,3.1,136.4,0
900019884.0,1103237,2018-07-29,Retail,4.0,58.95,0.0,235.8,0
900019884.0,1103427,2018-08-24,Retail,1.0,4.99,0.0,4.99,0
900019884.0,1103506,2018-09-04,Wholesale,58.0,23.99,4.8,1386.62,0
900019884.0,1103577,2018-09-14,Wholesale,36.0,16.99,3.4,608.24,0
900019884.0,1103610,2018-09-20,Wholesale,8.0,69.0,13.8,538.2,0
900019884.0,1103717,2018-10-05,Retail,2.0,189.0,0.0,378.0,0
900019884.0,1103744,2018-10-11,Retail,1.0,189.0,0.0,189.0,0
900019884.0,1103774,2018-10-15,Wholesale,7.0,225.0,45.0,1530.0,0
900019884.0,1103798,2018-10-18,Retail,1.0,23.99,0.0,23.99,0
900019884.0,1103930,2018-11-09,Retail,1.0,44.95,0.0,44.95,0
900019884.0,1104092,2018-12-04,Retail,1.0,34.99,0.0,34.99,0
900019884.0,1104101,2018-12-05,Retail,1.0,190.0,0.0,190.0,0
900019884.0,1104219,2018-12-21,Wholesale,12.0,24.95,4.99,294.41,0
900019884.0,1104390,2019-01-13,Wholesale,7.0,16.99,3.4,115.53,0
900019884.0,1104495,2019-02-02,Retail,1.0,455.0,0.0,455.0,0
900019884.0,1104553,2019-02-12,Retail,1.0,49.0,0.0,49.0,0
900019884.0,1104570,2019-02-14,Retail,60.0,450.0,0.0,27000.0,0
900019884.0,1104719,2019-03-06,Retail,1.0,49.0,0.0,49.0,0
900019884.0,1104726,2019-03-06,Retail,1.0,29.99,0.0,29.99,0
900019884.0,1104875,2019-03-28,Wholesale,4.0,684.0,136.8,2599.2,0
900019884.0,1105041,2019-04-20,Retail,1.0,23.99,0.0,23.99,0
900019884.0,1105218,2019-05-19,Retail,1.0,28.99,0.0,28.99,0
900019884.0,1105267,2019-05-26,Wholesale,7.0,179.0,35.8,1217.2,0
900019884.0,1105276,2019-05-27,Wholesale,5.0,699.0,139.8,3355.2,0
900019884.0,1105297,2019-05-30,Wholesale,11.0,699.0,139.8,7549.2,0
900019884.0,1105456,2019-06-21,Retail,1.0,214.0,0.0,214.0,0
900019884.0,1105644,2019-07-19,Wholesale,92.0,49.95,9.99,4585.41,0
900019884.0,1105693,2019-07-29,Wholesale,10.0,119.0,23.8,1166.2,0
900019884.0,1105777,2019-08-11,Retail,1.0,32.95,0.0,32.95,0
900019884.0,1105797,2019-08-13,Retail,1.0,11.99,0.0,11.99,0
900019884.0,1105837,2019-08-19,Wholesale,8.0,32.95,6.59,257.01,0
900012297.0,1100946,2017-09-03,Wholesale,7.0,19.99,4.0,135.93,0
900012297.0,1100975,2017-09-07,Wholesale,3.0,395.0,79.0,1106.0,0
900012297.0,1101062,2017-09-19,Wholesale,7.0,49.0,9.8,333.2,0
900012297.0,1101325,2017-10-27,Retail,1.0,19.5,0.0,19.5,0
900012297.0,1101386,2017-11-04,Wholesale,12.0,44.95,8.99,530.41,0
900012297.0,1101395,2017-11-05,Retail,1.0,42.99,0.0,42.99,0
900012297.0,1101552,2017-12-01,Retail,1.0,49.0,0.0,49.0,0
900012297.0,1101638,2017-12-11,Retail,1.0,24.95,0.0,24.95,0
900012297.0,1101700,2017-12-21,Wholesale,11.0,29.99,6.0,323.89,0
900012297.0,1101818,2018-01-07,Retail,1.0,24.99,0.0,24.99,0
900012297.0,1102078,2018-02-16,Wholesale,13.0,119.0,23.8,1523.2,0
900012297.0,1102093,2018-02-19,Retail,1.0,12.99,0.0,12.99,0
900012297.0,1102110,2018-02-22,Wholesale,13.0,16.99,3.4,217.47,0
900012297.0,1102253,2018-03-13,Retail,1.0,34.99,0.0,34.99,0
900012297.0,1102334,2018-03-26,Wholesale,10.0,7.99,1.6,78.3,0
900012297.0,1102619,2018-05-08,Wholesale,38.0,8.99,1.8,339.82,0
900012297.0,1102683,2018-05-15,Retail,1.0,179.0,0.0,179.0,0
900012297.0,1102814,2018-06-06,Retail,1.0,19.5,0.0,19.5,0
900012297.0,1102841,2018-06-10,Retail,1.0,27.5,0.0,27.5,0
900012297.0,1103080,2018-07-09,Wholesale,76.0,14.99,3.0,1136.24,0
900012297.0,1103183,2018-07-22,Retail,1.0,36.99,0.0,36.99,0
900012297.0,1103302,2018-08-08,Wholesale,3.0,189.0,37.8,529.2,0
900012297.0,1103323,2018-08-10,Retail,1.0,684.0,0.0,684.0,0
900012297.0,1103365,2018-08-16,Wholesale,12.0,49.0,9.8,578.2,0
900012297.0,1103597,2018-09-18,Wholesale,5.0,12.0,2.4,57.6,0
900012297.0,1103612,2018-09-20,Wholesale,6.0,89.0,17.8,516.2,0
900012297.0,1103692,2018-10-02,Retail,1.0,4.99,0.0,4.99,0
900012297.0,1103854,2018-10-27,Wholesale,9.0,54.0,10.8,475.2,0
900012297.0,1103884,2018-11-01,Wholesale,9.0,16.99,3.4,149.51,0
900012297.0,1103952,2018-11-12,Retail,1.0,37.99,0.0,37.99,0
900012297.0,1103964,2018-11-13,Wholesale,9.0,15.5,3.1,136.4,0
900012297.0,1104065,2018-11-30,Wholesale,7.0,12.0,2.4,81.6,0
900012297.0,1104209,2018-12-20,Retail,1.0,222.0,0.0,222.0,0
900012297.0,1104251,2018-12-24,Retail,1.0,16.75,0.0,16.75,0
900012297.0,1104356,2019-01-08,Wholesale,8.0,42.99,8.6,335.32,0
900012297.0,1104462,2019-01-27,Wholesale,4.0,34.99,7.0,132.96,0
900012297.0,1104484,2019-02-01,Wholesale,6.0,119.0,23.8,690.2,0
900012297.0,1104566,2019-02-14,Wholesale,13.0,899.0,179.8,11507.2,0
900012297.0,1104650,2019-02-25,Wholesale,13.0,599.0,119.8,7667.2,0
900012297.0,1104657,2019-02-25,Wholesale,7.0,24.95,4.99,169.66,0
900012297.0,1104706,2019-03-03,Retail,1.0,14.99,0.0,14.99,0
900012297.0,1104795,2019-03-16,Wholesale,8.0,14.99,3.0,116.92,0
900012297.0,1104802,2019-03-17,Wholesale,10.0,167.0,33.4,1636.6,0
900012297.0,1104936,2019-04-05,Wholesale,4.0,7.99,1.6,30.36,0
900012297.0,1105005,2019-04-15,Retail,1.0,23.99,0.0,23.99,0
900012297.0,1105033,2019-04-19,Wholesale,11.0,245.0,49.0,2646.0,0
900012297.0,1105056,2019-04-23,Wholesale,9.0,8.99,1.8,79.11,0
900012297.0,1105347,2019-06-06,Retail,1.0,42.99,0.0,42.99,0
900012297.0,1105364,2019-06-08,Wholesale,11.0,11.99,2.4,129.49,0
900012297.0,1105420,2019-06-16,Wholesale,10.0,7.99,1.6,78.3,0
900012297.0,1105445,2019-06-19,Wholesale,7.0,14.99,3.0,101.93,0
900012297.0,1105491,2019-06-26,Retail,1.0,37.99,0.0,37.99,0
900012297.0,1105517,2019-07-01,Wholesale,11.0,179.0,35.8,1933.2,0
900012297.0,1105691,2019-07-28,Wholesale,94.0,14.99,3.0,1406.06,0
900012297.0,1105724,2019-08-02,Retail,1.0,10.99,0.0,10.99,0
900012297.0,1105870,2019-08-24,Retail,3.0,599.0,0.0,1797.0,0
900018190.0,1100935,2017-09-01,Retail,2.0,89.0,0.0,178.0,0
900018190.0,1100971,2017-09-06,Wholesale,12.0,250.0,50.0,2950.0,0
900018190.0,1100970,2017-09-06,Retail,1.0,8.99,0.0,8.99,0
900018190.0,1100982,2017-09-08,Wholesale,6.0,34.99,7.0,202.94,0
900018190.0,1100984,2017-09-09,Wholesale,10.0,34.99,7.0,342.9,0
900018190.0,1101004,2017-09-12,Retail,1.0,8.99,0.0,8.99,0
900018190.0,1101016,2017-09-13,Wholesale,4.0,89.0,17.8,338.2,0
900018190.0,1101035,2017-09-16,Wholesale,8.0,499.0,99.8,3892.2,0
900018190.0,1101050,2017-09-17,Wholesale,5.0,29.99,6.0,143.95,0
900018190.0,1101073,2017-09-20,Retail,1.0,34.99,0.0,34.99,0
900018190.0,1101083,2017-09-23,Retail,1.0,189.0,0.0,189.0,0
900018190.0,1101084,2017-09-23,Retail,1.0,19.5,0.0,19.5,0
900018190.0,1101243,2017-10-16,Wholesale,5.0,7.99,1.6,38.35,0
900018190.0,1101276,2017-10-21,Wholesale,8.0,7.99,1.6,62.32,0
900018190.0,1101293,2017-10-23,Retail,1.0,250.0,0.0,250.0,0
900018190.0,1101298,2017-10-23,Wholesale,12.0,189.0,37.8,2230.2,0
900018190.0,1101296,2017-10-23,Retail,1.0,17.5,0.0,17.5,0
900018190.0,1101314,2017-10-25,Retail,1.0,13.99,0.0,13.99,0
900018190.0,1101321,2017-10-26,Wholesale,12.0,29.99,6.0,353.88,0
900018190.0,1101344,2017-10-30,Wholesale,8.0,27.5,5.5,214.5,0
900018190.0,1101368,2017-11-02,Retail,48.0,49.0,0.0,2352.0,0
900018190.0,1101379,2017-11-03,Wholesale,8.0,189.0,37.8,1474.2,0
900018190.0,1101403,2017-11-06,Wholesale,11.0,599.0,119.8,6469.2,0
900018190.0,1101444,2017-11-12,Wholesale,9.0,12.0,2.4,105.6,0
900018190.0,1101519,2017-11-26,Retail,1.0,499.0,0.0,499.0,0
900018190.0,1101544,2017-11-30,Wholesale,8.0,17.5,3.5,136.5,0
900018190.0,1101618,2017-12-08,Wholesale,5.0,23.99,4.8,115.15,0
900018190.0,1101701,2017-12-21,Retail,1.0,189.0,0.0,189.0,0
900018190.0,1101718,2017-12-23,Retail,1.0,12.0,0.0,12.0,0
900018190.0,1101736,2017-12-26,Wholesale,6.0,37.99,7.6,220.34,0
900018190.0,1101771,2017-12-31,Retail,1.0,27.5,0.0,27.5,0
900018190.0,1101817,2018-01-07,Wholesale,11.0,49.95,9.99,539.46,0
900018190.0,1101835,2018-01-09,Wholesale,4.0,119.0,23.8,452.2,0
900018190.0,1101871,2018-01-14,Wholesale,10.0,15.5,3.1,151.9,0
900018190.0,1101873,2018-01-14,Wholesale,7.0,19.5,3.9,132.6,0
900018190.0,1101899,2018-01-18,Retail,1.0,49.0,0.0,49.0,0
900018190.0,1101903,2018-01-19,Retail,1.0,699.0,0.0,699.0,0
900018190.0,1101915,2018-01-20,Wholesale,12.0,10.99,2.2,129.68,0
900018190.0,1101908,2018-01-20,Retail,1.0,10.99,0.0,10.99,0
900018190.0,1101927,2018-01-22,Wholesale,12.0,11.99,2.4,141.48,0
900018190.0,1101929,2018-01-23,Retail,1.0,49.95,0.0,49.95,0
900018190.0,1102002,2018-02-04,Wholesale,60.0,189.0,37.8,11302.2,0
900018190.0,1102038,2018-02-09,Wholesale,11.0,12.0,2.4,129.6,0
900018190.0,1102066,2018-02-14,Wholesale,20.0,10.99,2.2,217.6,0
900018190.0,1102084,2018-02-17,Retail,1.0,4.99,0.0,4.99,0
900018190.0,1102089,2018-02-18,Wholesale,11.0,49.0,9.8,529.2,0
900018190.0,1102104,2018-02-21,Wholesale,12.0,119.0,23.8,1404.2,0
900018190.0,1102120,2018-02-23,Retail,1.0,16.75,0.0,16.75,0
900018190.0,1102143,2018-02-27,Wholesale,5.0,250.0,50.0,1200.0,0
900018190.0,1102156,2018-02-28,Wholesale,6.0,19.99,4.0,115.94,0
900018190.0,1102178,2018-03-03,Retail,2.0,189.0,0.0,378.0,0
900018190.0,1102183,2018-03-04,Retail,1.0,684.0,0.0,684.0,0
900018190.0,1102207,2018-03-08,Retail,1.0,89.0,0.0,89.0,0
900018190.0,1102225,2018-03-09,Wholesale,7.0,189.0,37.8,1285.2,0
900018190.0,1102291,2018-03-19,Retail,1.0,19.5,0.0,19.5,0
900018190.0,1102300,2018-03-20,Wholesale,6.0,24.95,4.99,144.71,0
900018190.0,1102345,2018-03-28,Wholesale,109.0,189.0,37.8,20563.2,0
900018190.0,1102358,2018-03-30,Wholesale,7.0,899.0,179.8,6113.2,0
900018190.0,1102397,2018-04-05,Wholesale,6.0,27.5,5.5,159.5,0
900018190.0,1102409,2018-04-06,Wholesale,79.0,16.99,3.4,1338.81,0
900018190.0,1102430,2018-04-10,Retail,1.0,12.0,0.0,12.0,0
900018190.0,1102442,2018-04-12,Wholesale,12.0,14.99,3.0,176.88,0
900018190.0,1102445,2018-04-12,Retail,1.0,12.0,0.0,12.0,0
900018190.0,1102470,2018-04-15,Wholesale,94.0,24.95,4.99,2340.31,0
900018190.0,1102553,2018-04-29,Wholesale,6.0,119.0,23.8,690.2,0
900018190.0,1102560,2018-04-30,Retail,1.0,12.99,0.0,12.99,0
900018190.0,1102609,2018-05-06,Wholesale,53.0,214.0,42.8,11299.2,0
900018190.0,1102610,2018-05-06,Wholesale,8.0,49.0,9.8,382.2,0
900018190.0,1102630,2018-05-08,Retail,1.0,9.99,0.0,9.99,0
900018190.0,1102625,2018-05-08,Retail,1.0,89.0,0.0,89.0,0
900018190.0,1102633,2018-05-09,Wholesale,4.0,599.0,119.8,2276.2,0
900018190.0,1102711,2018-05-20,Retail,1.0,12.0,0.0,12.0,0
900018190.0,1102734,2018-05-23,Retail,1.0,24.95,0.0,24.95,0
900018190.0,1102769,2018-05-28,Wholesale,96.0,4.99,1.0,478.04,0
900018190.0,1102829,2018-06-08,Wholesale,7.0,899.0,179.8,6113.2,0
900018190.0,1102837,2018-06-09,Wholesale,10.0,179.0,35.8,1754.2,0
900018190.0,1102852,2018-06-12,Wholesale,9.0,883.0,176.6,7770.4,0
900018190.0,1102869,2018-06-13,Wholesale,13.0,16.99,3.4,217.47,0
900018190.0,1102879,2018-06-14,Retail,1.0,58.95,0.0,58.95,0
900018190.0,1102920,2018-06-19,Wholesale,10.0,8.99,1.8,88.1,0
900018190.0,1102953,2018-06-23,Wholesale,42.0,883.0,176.6,36909.4,0
900018190.0,1102995,2018-06-29,Wholesale,3.0,19.5,3.9,54.6,0
900018190.0,1103072,2018-07-09,Wholesale,10.0,9.99,2.0,97.9,0
900018190.0,1103068,2018-07-09,Wholesale,8.0,7.99,1.6,62.32,0
900018190.0,1103121,2018-07-15,Wholesale,7.0,14.99,3.0,101.93,0
900018190.0,1103140,2018-07-17,Retail,1.0,189.0,0.0,189.0,0
900018190.0,1103143,2018-07-17,Wholesale,10.0,23.99,4.8,235.1,0
900018190.0,1103182,2018-07-22,Wholesale,43.0,49.95,9.99,2137.86,0
900018190.0,1103202,2018-07-25,Retail,1.0,24.95,0.0,24.95,0
900018190.0,1103256,2018-08-01,Retail,2.0,699.0,0.0,1398.0,0
900018190.0,1103319,2018-08-10,Wholesale,8.0,37.99,7.6,296.32,0
900018190.0,1103360,2018-08-14,Retail,1.0,37.99,0.0,37.99,0
900018190.0,1103501,2018-09-04,Wholesale,9.0,19.99,4.0,175.91,0
900018190.0,1103509,2018-09-05,Wholesale,6.0,54.0,10.8,313.2,0
900018190.0,1103572,2018-09-13,Wholesale,5.0,24.95,4.99,119.76,0
900018190.0,1103594,2018-09-18,Wholesale,37.0,14.99,3.0,551.63,0
900018190.0,1103608,2018-09-20,Wholesale,6.0,11.99,2.4,69.54,0
900018190.0,1103607,2018-09-20,Wholesale,12.0,684.0,136.8,8071.2,0
900018190.0,1103625,2018-09-23,Wholesale,12.0,245.0,49.0,2891.0,0
900018190.0,1103660,2018-09-27,Retail,1.0,455.0,0.0,455.0,0
900018190.0,1103710,2018-10-04,Wholesale,9.0,250.0,50.0,2200.0,0
900018190.0,1103760,2018-10-13,Retail,1.0,54.0,0.0,54.0,0
900018190.0,1103825,2018-10-23,Wholesale,9.0,599.0,119.8,5271.2,0
900018190.0,1103837,2018-10-25,Wholesale,6.0,58.95,11.79,341.91,0
900018190.0,1103839,2018-10-25,Wholesale,7.0,250.0,50.0,1700.0,0
900018190.0,1103845,2018-10-25,Retail,1.0,167.0,0.0,167.0,0
900018190.0,1103847,2018-10-26,Wholesale,12.0,24.99,5.0,294.88,0
900018190.0,1103862,2018-10-28,Wholesale,8.0,19.99,4.0,155.92,0
900018190.0,1103877,2018-10-30,Retail,1.0,119.0,0.0,119.0,0
900018190.0,1103875,2018-10-30,Wholesale,10.0,455.0,91.0,4459.0,0
900018190.0,1103894,2018-11-03,Retail,2.0,89.0,0.0,178.0,0
900018190.0,1103931,2018-11-09,Wholesale,5.0,223.0,44.6,1070.4,0
900018190.0,1103942,2018-11-11,Retail,1.0,23.99,0.0,23.99,0
900018190.0,1103941,2018-11-11,Retail,1.0,29.99,0.0,29.99,0
900018190.0,1103974,2018-11-15,Retail,1.0,12.0,0.0,12.0,0
900018190.0,1104016,2018-11-20,Wholesale,5.0,89.0,17.8,427.2,0
900018190.0,1104031,2018-11-24,Retail,1.0,225.0,0.0,225.0,0
900018190.0,1104041,2018-11-27,Wholesale,4.0,49.95,9.99,189.81,0
900018190.0,1104062,2018-11-29,Retail,1.0,455.0,0.0,455.0,0
900018190.0,1104081,2018-12-03,Retail,2.0,225.0,0.0,450.0,0
900018190.0,1104100,2018-12-05,Wholesale,17.0,225.0,45.0,3780.0,0
900018190.0,1104096,2018-12-05,Retail,1.0,24.99,0.0,24.99,0
900018190.0,1104135,2018-12-09,Retail,1.0,27.5,0.0,27.5,0
900018190.0,1104205,2018-12-19,Wholesale,6.0,32.95,6.59,191.11,0
900018190.0,1104210,2018-12-20,Retail,1.0,245.0,0.0,245.0,0
900018190.0,1104212,2018-12-20,Wholesale,12.0,14.99,3.0,176.88,0
900018190.0,1104243,2018-12-24,Wholesale,38.0,16.99,3.4,642.22,0
900018190.0,1104263,2018-12-26,Wholesale,11.0,499.0,99.8,5389.2,0
900018190.0,1104264,2018-12-26,Wholesale,10.0,8.99,1.8,88.1,0
900018190.0,1104294,2018-12-29,Retail,1.0,42.99,0.0,42.99,0
900018190.0,1104324,2019-01-02,Wholesale,6.0,699.0,139.8,4054.2,0
900018190.0,1104325,2019-01-02,Wholesale,9.0,23.99,4.8,211.11,0
900018190.0,1104345,2019-01-06,Retail,1.0,4.99,0.0,4.99,0
900018190.0,1104347,2019-01-06,Retail,1.0,13.99,0.0,13.99,0
900018190.0,1104358,2019-01-08,Retail,1.0,189.0,0.0,189.0,0
900018190.0,1104394,2019-01-14,Wholesale,7.0,42.99,8.6,292.33,0
900018190.0,1104391,2019-01-14,Retail,1.0,42.99,0.0,42.99,0
900018190.0,1104430,2019-01-20,Wholesale,83.0,250.0,50.0,20700.0,0
900018190.0,1104480,2019-01-31,Wholesale,4.0,699.0,139.8,2656.2,0
900018190.0,1102922,2019-02-01,Wholesale,3.0,19.5,3.9,54.6,0
900018190.0,1104494,2019-02-02,Wholesale,4.0,7.99,1.6,30.36,0
900018190.0,1104539,2019-02-10,Wholesale,75.0,7.99,1.6,597.65,0
900018190.0,1104540,2019-02-11,Retail,1.0,13.99,0.0,13.99,0
900018190.0,1104569,2019-02-14,Retail,1.0,23.99,0.0,23.99,0
900018190.0,1104558,2019-02-14,Wholesale,12.0,17.5,3.5,206.5,0
900018190.0,1104577,2019-02-16,Retail,3.0,24.95,0.0,74.85,0
900018190.0,1104597,2019-02-18,Retail,1.0,399.0,0.0,399.0,0
900018190.0,1104600,2019-02-18,Wholesale,8.0,49.0,9.8,382.2,0
900018190.0,1104603,2019-02-19,Retail,1.0,4.99,0.0,4.99,0
900018190.0,1104609,2019-02-20,Retail,1.0,89.0,0.0,89.0,0
900018190.0,1104610,2019-02-20,Retail,1.0,12.0,0.0,12.0,0
900018190.0,1104665,2019-02-26,Wholesale,10.0,29.99,6.0,293.9,0
900018190.0,1104680,2019-02-28,Wholesale,8.0,49.0,9.8,382.2,0
900018190.0,1104684,2019-03-01,Wholesale,9.0,49.0,9.8,431.2,0
